instance,nodes,solved,done_reason,makespan,lowerbound
j90_181.rcp,92,1,search_exhausted,98,98
j90_182.rcp,8604,1,search_exhausted,83,83
j90_183.rcp,1649,1,search_exhausted,89,89
j90_184.rcp,125,1,search_exhausted,77,77
j90_185.rcp,92,1,search_exhausted,66,66
j90_186.rcp,92,1,search_exhausted,136,136
j90_187.rcp,25101,0,time_limit,75,66
j90_188.rcp,92,1,search_exhausted,91,91
j90_189.rcp,92,1,search_exhausted,121,121
j90_19.rcp,22216,0,time_limit,83,79
j90_190.rcp,92,1,search_exhausted,85,85
j90_191.rcp,92,1,search_exhausted,85,85
j90_192.rcp,92,1,search_exhausted,76,76
j90_193.rcp,92,1,search_exhausted,86,86
j90_194.rcp,92,1,search_exhausted,86,86
j90_195.rcp,92,1,search_exhausted,88,88
j90_196.rcp,92,1,search_exhausted,83,83
j90_197.rcp,92,1,search_exhausted,82,82
j90_198.rcp,92,1,search_exhausted,85,85
j90_199.rcp,92,1,search_exhausted,76,76
j90_2.rcp,29361,0,time_limit,111,88
j90_20.rcp,23736,0,time_limit,82,80
j90_200.rcp,92,1,search_exhausted,89,89
j90_201.rcp,36289,0,time_limit,154,76
j90_202.rcp,28566,0,time_limit,151,93
j90_203.rcp,31809,0,time_limit,164,101
j90_204.rcp,26972,0,time_limit,141,90
j90_205.rcp,26685,0,time_limit,174,80
j90_206.rcp,29598,0,time_limit,138,87
j90_207.rcp,28385,0,time_limit,154,91
j90_208.rcp,29994,0,time_limit,153,85
j90_209.rcp,27335,0,time_limit,171,91
j90_21.rcp,92,1,search_exhausted,81,81
j90_210.rcp,30299,0,time_limit,145,81
j90_211.rcp,28713,0,time_limit,112,108
j90_212.rcp,23335,0,time_limit,94,85
j90_213.rcp,24813,0,time_limit,97,83
j90_214.rcp,25390,0,time_limit,104,96
j90_215.rcp,25644,0,time_limit,99,96
j90_216.rcp,21426,0,time_limit,85,71
j90_217.rcp,26984,0,time_limit,91,90
j90_218.rcp,22527,0,time_limit,105,97
j90_219.rcp,26248,0,time_limit,117,97
j90_22.rcp,92,1,search_exhausted,84,84
j90_220.rcp,28385,0,time_limit,96,75
j90_221.rcp,113,1,search_exhausted,90,90
j90_222.rcp,92,1,search_exhausted,84,84
j90_223.rcp,92,1,search_exhausted,116,116
j90_224.rcp,24820,0,time_limit,88,85
j90_225.rcp,22410,0,time_limit,100,95
j90_226.rcp,92,1,search_exhausted,87,87
j90_227.rcp,25240,0,time_limit,84,77
j90_228.rcp,92,1,search_exhausted,92,92
j90_229.rcp,92,1,search_exhausted,126,126
j90_23.rcp,92,1,search_exhausted,71,71
j90_230.rcp,92,1,search_exhausted,87,87
j90_231.rcp,92,1,search_exhausted,84,84
j90_232.rcp,92,1,search_exhausted,92,92
j90_233.rcp,92,1,search_exhausted,69,69
j90_234.rcp,92,1,search_exhausted,81,81
j90_235.rcp,92,1,search_exhausted,85,85
j90_236.rcp,92,1,search_exhausted,79,79
j90_237.rcp,92,1,search_exhausted,87,87
j90_238.rcp,92,1,search_exhausted,88,88
j90_239.rcp,92,1,search_exhausted,80,80
j90_24.rcp,92,1,search_exhausted,104,104
j90_240.rcp,92,1,search_exhausted,89,89
j90_241.rcp,31897,0,time_limit,161,94
j90_242.rcp,31331,0,time_limit,172,83
j90_243.rcp,34744,0,time_limit,161,77
j90_244.rcp,30232,0,time_limit,170,95
j90_245.rcp,27968,0,time_limit,147,71
j90_246.rcp,29911,0,time_limit,163,79
j90_247.rcp,26692,0,time_limit,170,77
j90_248.rcp,29778,0,time_limit,182,101
j90_249.rcp,30426,0,time_limit,139,80
j90_25.rcp,92,1,search_exhausted,75,75
j90_250.rcp,32581,0,time_limit,183,96
j90_251.rcp,26645,0,time_limit,111,90
j90_252.rcp,30399,0,time_limit,129,85
j90_253.rcp,29712,0,time_limit,104,80
j90_254.rcp,29397,0,time_limit,125,96
j90_255.rcp,30742,0,time_limit,104,82
j90_256.rcp,28182,0,time_limit,130,108
j90_257.rcp,29438,0,time_limit,103,82
j90_258.rcp,27703,0,time_limit,102,82
j90_259.rcp,24670,0,time_limit,112,87
j90_26.rcp,22537,0,time_limit,72,68
j90_260.rcp,92,1,search_exhausted,92,92
j90_261.rcp,1184,1,search_exhausted,96,96
j90_262.rcp,26215,0,time_limit,92,81
j90_263.rcp,23857,0,time_limit,98,91
j90_264.rcp,23554,0,time_limit,80,79
j90_265.rcp,28776,0,time_limit,101,99
j90_266.rcp,22766,0,time_limit,90,87
j90_267.rcp,23774,0,time_limit,81,73
j90_268.rcp,92,1,search_exhausted,72,72
j90_269.rcp,23918,0,time_limit,95,84
j90_27.rcp,27530,0,time_limit,97,87
j90_270.rcp,92,1,search_exhausted,97,97
j90_271.rcp,92,1,search_exhausted,80,80
j90_272.rcp,92,1,search_exhausted,76,76
j90_273.rcp,92,1,search_exhausted,86,86
j90_274.rcp,92,1,search_exhausted,78,78
j90_275.rcp,92,1,search_exhausted,88,88
j90_276.rcp,92,1,search_exhausted,102,102
j90_277.rcp,92,1,search_exhausted,97,97
j90_278.rcp,92,1,search_exhausted,110,110
j90_279.rcp,92,1,search_exhausted,120,120
j90_28.rcp,92,1,search_exhausted,86,86
j90_280.rcp,92,1,search_exhausted,68,68
j90_281.rcp,31980,0,time_limit,173,96
j90_282.rcp,29535,0,time_limit,157,76
j90_283.rcp,26524,0,time_limit,192,87
j90_284.rcp,34258,0,time_limit,185,87
j90_285.rcp,31607,0,time_limit,163,96
j90_286.rcp,28600,0,time_limit,150,77
j90_287.rcp,34041,0,time_limit,211,103
j90_288.rcp,31285,0,time_limit,204,93
j90_289.rcp,30408,0,time_limit,156,81
j90_29.rcp,92,1,search_exhausted,61,61
j90_290.rcp,31004,0,time_limit,152,81
j90_291.rcp,92,1,search_exhausted,102,102
j90_292.rcp,27531,0,time_limit,91,76
j90_293.rcp,26327,0,time_limit,116,102
j90_294.rcp,26486,0,time_limit,112,104
j90_295.rcp,25408,0,time_limit,112,83
j90_296.rcp,24715,0,time_limit,97,90
j90_297.rcp,28900,0,time_limit,105,84
j90_298.rcp,23972,0,time_limit,101,82
j90_299.rcp,29278,0,time_limit,120,82
j90_3.rcp,28105,0,time_limit,83,59
j90_30.rcp,23283,0,time_limit,68,65
j90_300.rcp,32491,0,time_limit,111,90
j90_301.rcp,21750,0,time_limit,83,79
j90_302.rcp,26873,0,time_limit,78,69
j90_303.rcp,92,1,search_exhausted,106,106
j90_304.rcp,26064,0,time_limit,86,79
j90_305.rcp,27044,0,time_limit,89,79
j90_306.rcp,20262,0,time_limit,86,80
j90_307.rcp,92,1,search_exhausted,97,97
j90_308.rcp,25674,0,time_limit,99,83
j90_309.rcp,28208,0,time_limit,82,72
j90_31.rcp,92,1,search_exhausted,93,93
j90_310.rcp,28430,0,time_limit,111,99
j90_311.rcp,92,1,search_exhausted,78,78
j90_312.rcp,92,1,search_exhausted,78,78
j90_313.rcp,92,1,search_exhausted,89,89
j90_314.rcp,92,1,search_exhausted,104,104
j90_315.rcp,92,1,search_exhausted,93,93
j90_316.rcp,92,1,search_exhausted,86,86
j90_317.rcp,92,1,search_exhausted,87,87
j90_318.rcp,92,1,search_exhausted,79,79
j90_319.rcp,92,1,search_exhausted,95,95
j90_32.rcp,92,1,search_exhausted,89,89
j90_320.rcp,92,1,search_exhausted,91,91
j90_321.rcp,29479,0,time_limit,121,82
j90_322.rcp,29003,0,time_limit,125,107
j90_323.rcp,26770,0,time_limit,134,105
j90_324.rcp,30108,0,time_limit,104,85
j90_325.rcp,27677,0,time_limit,148,106
j90_326.rcp,29955,0,time_limit,117,83
j90_327.rcp,27156,0,time_limit,134,94
j90_328.rcp,26894,0,time_limit,139,99
j90_329.rcp,27775,0,time_limit,118,86
j90_33.rcp,92,1,search_exhausted,67,67
j90_330.rcp,26496,0,time_limit,122,113
j90_331.rcp,27794,0,time_limit,86,83
j90_332.rcp,24687,0,time_limit,90,89
j90_333.rcp,27044,0,time_limit,85,82
j90_334.rcp,26220,0,time_limit,94,76
j90_335.rcp,25101,0,time_limit,90,80
j90_336.rcp,27242,0,time_limit,90,89
j90_337.rcp,92,1,search_exhausted,92,92
j90_338.rcp,26707,0,time_limit,91,78
j90_339.rcp,23643,0,time_limit,118,109
j90_34.rcp,92,1,search_exhausted,92,92
j90_340.rcp,209,1,search_exhausted,101,101
j90_341.rcp,26523,0,time_limit,98,97
j90_342.rcp,92,1,search_exhausted,92,92
j90_343.rcp,26639,0,time_limit,98,96
j90_344.rcp,709,1,search_exhausted,86,86
j90_345.rcp,92,1,search_exhausted,103,103
j90_346.rcp,24127,0,time_limit,75,72
j90_347.rcp,92,1,search_exhausted,78,78
j90_348.rcp,92,1,search_exhausted,85,85
j90_349.rcp,26907,0,time_limit,77,76
j90_35.rcp,92,1,search_exhausted,88,88
j90_350.rcp,26116,0,time_limit,87,82
j90_351.rcp,92,1,search_exhausted,97,97
j90_352.rcp,92,1,search_exhausted,114,114
j90_353.rcp,92,1,search_exhausted,84,84
j90_354.rcp,92,1,search_exhausted,79,79
j90_355.rcp,92,1,search_exhausted,98,98
j90_356.rcp,92,1,search_exhausted,99,99
j90_357.rcp,92,1,search_exhausted,89,89
j90_358.rcp,92,1,search_exhausted,84,84
j90_359.rcp,92,1,search_exhausted,102,102
j90_36.rcp,92,1,search_exhausted,78,78
j90_360.rcp,92,1,search_exhausted,109,109
j90_361.rcp,28042,0,time_limit,149,84
j90_362.rcp,31971,0,time_limit,146,90
j90_363.rcp,33423,0,time_limit,180,115
j90_364.rcp,30151,0,time_limit,175,86
j90_365.rcp,26945,0,time_limit,187,92
j90_366.rcp,31457,0,time_limit,163,96
j90_367.rcp,32545,0,time_limit,172,97
j90_368.rcp,32052,0,time_limit,153,89
j90_369.rcp,32070,0,time_limit,185,93
j90_37.rcp,92,1,search_exhausted,80,80
j90_370.rcp,26800,0,time_limit,166,89
j90_371.rcp,26021,0,time_limit,103,83
j90_372.rcp,26897,0,time_limit,92,77
j90_373.rcp,28810,0,time_limit,104,88
j90_374.rcp,28256,0,time_limit,104,89
j90_375.rcp,25473,0,time_limit,97,84
j90_376.rcp,25348,0,time_limit,104,88
j90_377.rcp,27015,0,time_limit,89,85
j90_378.rcp,27769,0,time_limit,116,91
j90_379.rcp,27570,0,time_limit,114,95
j90_38.rcp,92,1,search_exhausted,69,69
j90_380.rcp,666,1,search_exhausted,108,108
j90_381.rcp,1961,1,search_exhausted,106,106
j90_382.rcp,24823,0,time_limit,122,119
j90_383.rcp,30483,0,time_limit,88,83
j90_384.rcp,27537,0,time_limit,88,81
j90_385.rcp,24580,0,time_limit,94,85
j90_386.rcp,22765,0,time_limit,110,102
j90_387.rcp,22193,0,time_limit,92,85
j90_388.rcp,26972,0,time_limit,85,81
j90_389.rcp,27550,0,time_limit,83,79
j90_39.rcp,92,1,search_exhausted,79,79
j90_390.rcp,2779,1,search_exhausted,100,100
j90_391.rcp,92,1,search_exhausted,95,95
j90_392.rcp,92,1,search_exhausted,91,91
j90_393.rcp,92,1,search_exhausted,77,77
j90_394.rcp,92,1,search_exhausted,106,106
j90_395.rcp,92,1,search_exhausted,92,92
j90_396.rcp,92,1,search_exhausted,86,86
j90_397.rcp,92,1,search_exhausted,87,87
j90_398.rcp,92,1,search_exhausted,79,79
j90_399.rcp,92,1,search_exhausted,98,98
j90_4.rcp,27249,0,time_limit,124,76
j90_40.rcp,92,1,search_exhausted,68,68
j90_400.rcp,92,1,search_exhausted,86,86
j90_401.rcp,29172,0,time_limit,175,102
j90_402.rcp,32197,0,time_limit,221,108
j90_403.rcp,30941,0,time_limit,213,106
j90_404.rcp,29656,0,time_limit,208,85
j90_405.rcp,40645,0,time_limit,159,89
j90_406.rcp,29005,0,time_limit,167,86
j90_407.rcp,27792,0,time_limit,207,105
j90_408.rcp,28942,0,time_limit,210,108
j90_409.rcp,27314,0,time_limit,160,77
j90_41.rcp,27681,0,time_limit,116,66
j90_410.rcp,29062,0,time_limit,197,105
j90_411.rcp,28281,0,time_limit,121,106
j90_412.rcp,26821,0,time_limit,124,92
j90_413.rcp,24050,0,time_limit,110,94
j90_414.rcp,29422,0,time_limit,125,102
j90_415.rcp,30360,0,time_limit,122,105
j90_416.rcp,31658,0,time_limit,97,89
j90_417.rcp,27243,0,time_limit,102,83
j90_418.rcp,92,1,search_exhausted,105,105
j90_419.rcp,27640,0,time_limit,97,82
j90_42.rcp,30591,0,time_limit,137,90
j90_420.rcp,27312,0,time_limit,108,85
j90_421.rcp,26297,0,time_limit,108,99
j90_422.rcp,25600,0,time_limit,94,91
j90_423.rcp,192,1,search_exhausted,102,102
j90_424.rcp,233,1,search_exhausted,94,94
j90_425.rcp,92,1,search_exhausted,98,98
j90_426.rcp,92,1,search_exhausted,114,114
j90_427.rcp,25250,0,time_limit,92,88
j90_428.rcp,21947,0,time_limit,105,100
j90_429.rcp,26376,0,time_limit,103,88
j90_43.rcp,29809,0,time_limit,112,62
j90_430.rcp,26148,0,time_limit,99,92
j90_431.rcp,92,1,search_exhausted,100,100
j90_432.rcp,92,1,search_exhausted,92,92
j90_433.rcp,92,1,search_exhausted,110,110
j90_434.rcp,92,1,search_exhausted,89,89
j90_435.rcp,92,1,search_exhausted,84,84
j90_436.rcp,92,1,search_exhausted,96,96
j90_437.rcp,92,1,search_exhausted,93,93
j90_438.rcp,92,1,search_exhausted,99,99
j90_439.rcp,92,1,search_exhausted,96,96
j90_44.rcp,30202,0,time_limit,145,90
j90_440.rcp,92,1,search_exhausted,86,86
j90_441.rcp,29234,0,time_limit,185,93
j90_442.rcp,32235,0,time_limit,185,89
j90_443.rcp,29811,0,time_limit,201,101
j90_444.rcp,30795,0,time_limit,166,76
j90_445.rcp,28336,0,time_limit,227,98
j90_446.rcp,30876,0,time_limit,231,106
j90_447.rcp,30971,0,time_limit,170,81
j90_448.rcp,29964,0,time_limit,207,97
j90_449.rcp,33543,0,time_limit,207,96
j90_45.rcp,32252,0,time_limit,149,79
j90_450.rcp,31920,0,time_limit,212,88
j90_451.rcp,29611,0,time_limit,117,103
j90_452.rcp,28642,0,time_limit,110,98
j90_453.rcp,26576,0,time_limit,126,112
j90_454.rcp,24059,0,time_limit,110,88
j90_455.rcp,25692,0,time_limit,115,91
j90_456.rcp,28008,0,time_limit,103,83
j90_457.rcp,23970,0,time_limit,111,89
j90_458.rcp,26936,0,time_limit,116,87
j90_459.rcp,29950,0,time_limit,107,74
j90_46.rcp,28295,0,time_limit,120,75
j90_460.rcp,26789,0,time_limit,115,114
j90_461.rcp,231,1,search_exhausted,82,82
j90_462.rcp,25217,0,time_limit,98,90
j90_463.rcp,27117,0,time_limit,108,102
j90_464.rcp,25527,0,time_limit,96,93
j90_465.rcp,92,1,search_exhausted,93,93
j90_466.rcp,31370,0,time_limit,105,98
j90_467.rcp,25571,0,time_limit,107,94
j90_468.rcp,92,1,search_exhausted,98,98
j90_469.rcp,29008,0,time_limit,89,86
j90_47.rcp,31056,0,time_limit,147,79
j90_470.rcp,26576,0,time_limit,70,65
j90_471.rcp,92,1,search_exhausted,83,83
j90_472.rcp,92,1,search_exhausted,89,89
j90_473.rcp,92,1,search_exhausted,86,86
j90_474.rcp,92,1,search_exhausted,91,91
j90_475.rcp,92,1,search_exhausted,75,75
j90_476.rcp,92,1,search_exhausted,114,114
j90_477.rcp,92,1,search_exhausted,103,103
j90_478.rcp,92,1,search_exhausted,74,74
j90_479.rcp,92,1,search_exhausted,89,89
j90_48.rcp,32084,0,time_limit,130,75
j90_480.rcp,92,1,search_exhausted,93,93
j90_49.rcp,26959,0,time_limit,169,94
j90_5.rcp,27215,0,time_limit,129,84
j90_50.rcp,25098,0,time_limit,124,78
j90_51.rcp,21246,0,time_limit,92,82
j90_52.rcp,26333,0,time_limit,91,86
j90_53.rcp,27142,0,time_limit,98,75
j90_54.rcp,92,1,search_exhausted,80,80
j90_55.rcp,23337,0,time_limit,77,71
j90_56.rcp,26952,0,time_limit,119,98
j90_57.rcp,25443,0,time_limit,90,71
j90_58.rcp,27392,0,time_limit,88,67
j90_59.rcp,24386,0,time_limit,80,68
j90_6.rcp,26956,0,time_limit,100,61
j90_60.rcp,25421,0,time_limit,112,94
j90_61.rcp,92,1,search_exhausted,88,88
j90_62.rcp,92,1,search_exhausted,77,77
j90_63.rcp,24644,0,time_limit,83,80
j90_64.rcp,92,1,search_exhausted,86,86
j90_65.rcp,25275,0,time_limit,80,79
j90_66.rcp,11133,1,search_exhausted,90,90
j90_67.rcp,92,1,search_exhausted,90,90
j90_68.rcp,21372,0,time_limit,63,60
j90_69.rcp,20860,0,time_limit,85,83
j90_7.rcp,26817,0,time_limit,105,83
j90_70.rcp,92,1,search_exhausted,98,98
j90_71.rcp,92,1,search_exhausted,96,96
j90_72.rcp,92,1,search_exhausted,78,78
j90_73.rcp,92,1,search_exhausted,70,70
j90_74.rcp,92,1,search_exhausted,77,77
j90_75.rcp,92,1,search_exhausted,63,63
j90_76.rcp,92,1,search_exhausted,70,70
j90_77.rcp,92,1,search_exhausted,77,77
j90_78.rcp,92,1,search_exhausted,68,68
j90_79.rcp,92,1,search_exhausted,97,97
j90_8.rcp,30516,0,time_limit,129,85
j90_80.rcp,92,1,search_exhausted,88,88
j90_81.rcp,26593,0,time_limit,153,80
j90_82.rcp,30147,0,time_limit,157,92
j90_83.rcp,31889,0,time_limit,135,67
j90_84.rcp,33398,0,time_limit,168,81
j90_85.rcp,31463,0,time_limit,184,89
j90_86.rcp,23526,0,time_limit,161,88
j90_87.rcp,27738,0,time_limit,141,74
j90_88.rcp,31710,0,time_limit,143,75
j90_89.rcp,29990,0,time_limit,145,77
j90_9.rcp,34040,0,time_limit,91,66
j90_90.rcp,26809,0,time_limit,151,77
j90_91.rcp,25204,0,time_limit,96,77
j90_92.rcp,23924,0,time_limit,101,95
j90_93.rcp,92,1,search_exhausted,112,112
j90_94.rcp,22220,0,time_limit,111,94
j90_95.rcp,24149,0,time_limit,84,78
j90_96.rcp,92,1,search_exhausted,92,92
j90_97.rcp,24457,0,time_limit,86,83
j90_98.rcp,22290,0,time_limit,111,81
j90_99.rcp,21958,0,time_limit,92,88
